Index,Sentence,Caring,Boredom,Disappointment,Nervousness,Annoyance,Contempt,Sarcasm,Fear,Approval,Desire,Curiosity,Disgust,Pride,Confusion,Gratitude,Love,Amusement,Grief,Joy,Admiration,Embarrassment,Neutral,Anger,Disapproval,Relief,Surprise,Remorse,Realization,Excitement,Envy,Optimism,Sadness
11,"It was more of a feast—the more she looked, the more she was in disbelief. The whole extensive wooden dining table was filled to the brim with food. It seemed that this was what they had been working on, even through the night.",0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.04000000000000000083,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.16000000000000000333,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.08000000000000000167,0.11999999999999999556,0.00000000000000000000,0.23999999999999999112,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.32000000000000000666,0.00000000000000000000,0.00000000000000000000,0.04000000000000000083,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
12,"Digging her fork into the tender mutton, she took a bite and asked: ""Surely I can't finish all this, why did you cook so much?"" Her black eyes drifted to the person beside her, clad in pristine white chef's robes, looking like she was eating his masterpiece.",0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.20000000000000001110,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.17139999999999999680,0.00000000000000000000,0.00000000000000000000,0.22859999999999999765,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.05709999999999999798,0.00000000000000000000,0.14289999999999999925,0.00000000000000000000,0.08569999999999999840,0.00000000000000000000,0.11429999999999999882,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
13,"""Madam, it has always been a custom of the Montante—the first meal is served to the Master, the rest of it is then distributed to the workers of the castle."" He said it with a slight smile, his eyes still staring at the tender mutton she had eaten half of.",0.04760000000000000342,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.19050000000000000266,0.00000000000000000000,0.04760000000000000342,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.14289999999999999925,0.00000000000000000000,0.00000000000000000000,0.09520000000000000684,0.00000000000000000000,0.47620000000000001217,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
14,"""The last owners of this castle, who were they?"" she muttered. Chef Guijan replied, his voice low but clear. ""The last master was the Trueblood descendant of the noble Montante, Master Lucas. The estate was sold years ago in exchange for more properties.""",0.00000000000000000000,0.00000000000000000000,0.16000000000000000333,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.04000000000000000083,0.00000000000000000000,0.32000000000000000666,0.00000000000000000000,0.00000000000000000000,0.11999999999999999556,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.28000000000000002665,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.08000000000000000167
15,"Chef Guijan was a stout old man, easy to temper as he was easy to flatter. His robes were pristine and his placements were even more precise. He came along with the castle.",0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.18179999999999998939,0.00000000000000000000,0.09089999999999999469,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.04549999999999999878,0.00000000000000000000,0.00000000000000000000,0.13639999999999999347,0.00000000000000000000,0.54539999999999999591,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
16,"""Seems reasonable."" She nodded and dismissed him, then ate for a little while and left the dining hall, but not without passing the chef who stood at the door the whole time.",0.00000000000000000000,0.12500000000000000000,0.00000000000000000000,0.00000000000000000000,0.16669999999999998708,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.33329999999999998517,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.29170000000000001483,0.00000000000000000000,0.00000000000000000000,0.08329999999999999905,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
17,"""Enjoy."" It was a very long distance from the Montante Castle to any form of civilization. It was frustrating in many ways. The Bargainer was here. With the same mask on his face, smooth and lifelike, devoid of any color except the color he always wore, and she always liked—black. Not a sliver of his skin was exposed.",0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.12500000000000000000,0.24979999999999999427,0.00000000000000000000,0.00000000000000000000,0.15629999999999999449,0.03130000000000000143,0.00000000000000000000,0.06250000000000000000,0.03130000000000000143,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.06250000000000000000,0.00000000000000000000,0.18750000000000000000,0.00000000000000000000,0.09379999999999999449,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
18,"Standing hunched because of his very large height, he looked like something from children's nightmares and something found in the Grimm brothers' folktales. His voice was very low, almost akin to the sound of vibrating air.",0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.19509999999999999565,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.24379999999999998894,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.21950000000000000067,0.00000000000000000000,0.07320000000000000118,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.04880000000000000310,0.00000000000000000000,0.12199999999999999734,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.09760000000000000620,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
19,"""I see you've made yourself comfortable,"" he murmured through the mask. Bertha nodded, feeling slightly pleased. The castle was bigger than she had ever expected, but the thing was—what was the catch? She paid no money, nor property to gain such a fortune. She was skeptical as the masked one came to her in her home with a deal with an open condition. It seemed to be something of dreams... or nightmares.",0.00000000000000000000,0.00000000000000000000,0.07320000000000000118,0.19500000000000000666,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.14630000000000001337,0.07320000000000000118,0.04880000000000000310,0.17069999999999999063,0.00000000000000000000,0.00000000000000000000,0.04880000000000000310,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.02440000000000000155,0.00000000000000000000,0.00000000000000000000,0.09760000000000000620,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.12199999999999999734,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
20,"Now it was 3:35 pm in the office of her boutique. She had just sorted some files before she heard he had arrived, and she welcomed him as quickly as she heard. Now they were seated in the cool office, the AC blasting cold air into the room despite the already cold weather.",0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.06250000000000000000,0.00000000000000000000,0.12500000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.75000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.06250000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
21,"""The castle... what are your conditions?"" she finally spoke. It wouldn't be a lie to say her heart beat faster whenever he was with her, because true to his name, he brought Bertha her wealth.",0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.19439999999999998948,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.05559999999999999665,0.02779999999999999832,0.16669999999999998708,0.22220000000000000862,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.11110000000000000431,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.08329999999999999905,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.13889999999999999569,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
22,"""So eager now are we?"" The Bargainer chuckled. There was silence between them.",0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.06250000000000000000,0.18750000000000000000,0.21879999999999999449,0.00000000000000000000,0.03130000000000000143,0.00000000000000000000,0.09379999999999999449,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.24979999999999999427,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.15629999999999999449,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
23,"The sun was low in the sky; it would soon be time to close her boutique. She placed the files on her desk and leaned in. ""It would be strange if there wasn't a catch."" She smirked. Her legs bounced impatiently.",0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.19439999999999998948,0.00000000000000000000,0.00000000000000000000,0.08329999999999999905,0.00000000000000000000,0.05559999999999999665,0.16669999999999998708,0.22220000000000000862,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.02779999999999999832,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.11110000000000000431,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.13889999999999999569,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
24,"He stood up, his cane sounding against the tiled floor. ""Very well. We will meet by dusk.""",0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.23999999999999999112,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.20000000000000001110,0.11999999999999999556,0.00000000000000000000,0.04000000000000000083,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.40000000000000002220,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
25,"""Bertha my dear..."" Dominic didn't need to say more. She lifted the thick blankets to cover their bodies. Bertha hated the heat, but she couldn't let him go, not at this time. Slipping her hands around his thin waist, she lightly scolded behind him. ""Go to sleep, it's already late. You have your appointment in the morning.""",0.17780000000000001359,0.00000000000000000000,0.00000000000000000000,0.06669999999999999540,0.13330000000000000182,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.02220000000000000098,0.04440000000000000197,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.20000000000000001110,0.00000000000000000000,0.11110000000000000431,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.08890000000000000679,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.15559999999999998832
26,"Dominic chuckled underneath his breath, each huff more silent than the last. ""I'm soon to die... There's no need for appointments. They're all just after my money... Nothing else."" Bertha's hand tightened slightly. She could feel him rubbing her hand with soft yet smooth fingers. This young master had never lifted a finger to do hard work. It was a pity.",0.10420000000000000095,0.00000000000000000000,0.14580000000000001292,0.02079999999999999905,0.04170000000000000095,0.00000000000000000000,0.00000000000000000000,0.02079999999999999905,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.08329999999999999905,0.04170000000000000095,0.18750000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.06250000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.12500000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.16669999999999998708
27,"""How are you sure I'm not after your money?"" He sighed.",0.06900000000000000577,0.00000000000000000000,0.03450000000000000289,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.27589999999999997859,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.10340000000000000580,0.00000000000000000000,0.13789999999999999480,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.17239999999999999769,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.20690000000000000058
28,"""Then you would have stopped giving me my drugs four years ago... Cough... You would have stopped taking care of me the night we were married."" He spoke, his deep voice soothing as midnight rain.",0.15559999999999998832,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.06669999999999999540,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.17780000000000001359,0.20000000000000001110,0.00000000000000000000,0.11110000000000000431,0.00000000000000000000,0.02220000000000000098,0.00000000000000000000,0.08890000000000000679,0.00000000000000000000,0.00000000000000000000,0.04440000000000000197,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.13330000000000000182
29,"""You—"" ""I don't have many days left, Bertha... I just want to die happy, in the arms of my wife, but... I don't want you to be too sad.""",0.14000000000000001332,0.00000000000000000000,0.11999999999999999556,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.04000000000000000083,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.16000000000000000333,0.00000000000000000000,0.20000000000000001110,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.08000000000000000167,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.05999999999999999778,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.02000000000000000042,0.17999999999999999334
30,"""I'm not sad."" She snapped harshly, but her voice was little more than a whisper. ""You're still too ignorant. All your property is now in my name."" ""Yes... And the children after you."" ""They won't be yours."" ""I know...""",0.02630000000000000046,0.00000000000000000000,0.05260000000000000092,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.10530000000000000471,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.05260000000000000092,0.00000000000000000000,0.15790000000000001257,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.07889999999999999791,0.21049999999999999267,0.13159999999999999476,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00010000000000000000,0.00000000000000000000,0.18420000000000000262
31,"Bertha held him tighter, burying her face in his thin back. It was a known fact for both of them. Dominic was infertile because of the drug for his ailment—or so they say. They tried all they could and eventually gave up. ""Please say you love me..."" He said.",0.12729999999999999649,0.00000000000000000000,0.09089999999999999469,0.03640000000000000180,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.01820000000000000090,0.00000000000000000000,0.10910000000000000253,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.18179999999999998939,0.00000000000000000000,0.16359999999999999543,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.05449999999999999983,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.07270000000000000073,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.14549999999999999045
32,"""Please..."" The rose garden was the first thing about the castle she loved. It was well maintained, cared for with utmost attention. It was dusk... The dying orange-pink hues graced the sky.",0.08699999999999999400,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.15220000000000000195,0.06519999999999999407,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.19570000000000001283,0.00000000000000000000,0.04349999999999999700,0.02170000000000000054,0.17389999999999999902,0.00000000000000000000,0.10870000000000000495,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.02170000000000000054,0.13039999999999998814
33,"Standing in the midst of roses, she sighed, feeling the breeze on her skin. She owned this... all of this. She had lands and properties—assets that could move an entire state. She could have everything at her feet. All thanks to the Bargainer.",0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.03570000000000000256,0.10710000000000000075,0.00000000000000000000,0.00000000000000000000,0.17849999999999999201,0.00000000000000000000,0.14289999999999999925,0.01789999999999999925,0.00000000000000000000,0.00000000000000000000,0.16070000000000000950,0.05360000000000000181,0.00000000000000000000,0.08930000000000000437,0.00000000000000000000,0.00000000000000000000,0.12500000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.01789999999999999925,0.00000000000000000000,0.07140000000000000513,0.00000000000000000000
