Index,Sentence,Caring,Boredom,Disappointment,Nervousness,Annoyance,Contempt,Sarcasm,Fear,Approval,Desire,Curiosity,Disgust,Pride,Confusion,Gratitude,Love,Amusement,Grief,Joy,Admiration,Embarrassment,Neutral,Anger,Disapproval,Relief,Surprise,Remorse,Realization,Excitement,Envy,Optimism,Sadness,text,id,clean_text,label,avg_sent_len,lexical_div,num_sents,flesch,fk_grade,polarity,subjectivity
21,"""The castle... what are your conditions?"" she finally spoke. It wouldn't be a lie to say her heart beat faster whenever he was with her, because true to his name, he brought Bertha her wealth.",0.0,0.0,0.0,0.1943999999999999,0.0,0.0,0.0,0.0555999999999999,0.0277999999999999,0.1666999999999999,0.2222,0.0,0.0,0.0,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0832999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.1388999999999999,0.0,0.0,0.0,"""The castle... what are your conditions?"" she finally spoke. It wouldn't be a lie to say her heart beat faster whenever he was with her, because true to his name, he brought Bertha her wealth.",21,"""the castle... what are your conditions?"" she finally spoke. it wouldn't be a lie to say her heart beat faster whenever he was with her, because true to his name, he brought bertha her wealth.",Curiosity,14.666666666666666,0.8636363636363636,3.0,83.80476190476192,4.46857142857143,0.175,0.825
22,"""So eager now are we?"" The Bargainer chuckled. There was silence between them.",0.0,0.0,0.0,0.0,0.0625,0.1875,0.2187999999999999,0.0,0.0313,0.0,0.0937999999999999,0.0,0.0,0.0,0.0,0.0,0.2497999999999999,0.0,0.0,0.0,0.0,0.1562999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"""So eager now are we?"" The Bargainer chuckled. There was silence between them.",22,"""so eager now are we?"" the bargainer chuckled. there was silence between them.",Amusement,6.0,0.9444444444444444,3.0,78.79051282051283,3.3461538461538467,0.0,0.0
23,"The sun was low in the sky; it would soon be time to close her boutique. She placed the files on her desk and leaned in. ""It would be strange if there wasn't a catch."" She smirked. Her legs bounced impatiently.",0.0,0.0,0.0,0.1943999999999999,0.0,0.0,0.0832999999999999,0.0,0.0555999999999999,0.1666999999999999,0.2222,0.0,0.0,0.0,0.0,0.0,0.0277999999999999,0.0,0.0,0.0,0.0,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.1388999999999999,0.0,0.0,0.0,"The sun was low in the sky; it would soon be time to close her boutique. She placed the files on her desk and leaned in. ""It would be strange if there wasn't a catch."" She smirked. Her legs bounced impatiently.",23,"the sun was low in the sky; it would soon be time to close her boutique. she placed the files on her desk and leaned in. ""it would be strange if there wasn't a catch."" she smirked. her legs bounced impatiently.",Curiosity,10.0,0.72,5.0,101.5141768292683,1.6465243902439042,-0.08333333333333333,0.45
24,"He stood up, his cane sounding against the tiled floor. ""Very well. We will meet by dusk.""",0.0,0.0,0.0,0.2399999999999999,0.0,0.0,0.0,0.2,0.1199999999999999,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"He stood up, his cane sounding against the tiled floor. ""Very well. We will meet by dusk.""",24,"he stood up, his cane sounding against the tiled floor. ""very well. we will meet by dusk.""",Neutral,7.666666666666667,0.9130434782608695,3.0,98.67808823529413,1.6073529411764724,0.2,0.3
25,"""Bertha my dear..."" Dominic didn't need to say more. She lifted the thick blankets to cover their bodies. Bertha hated the heat, but she couldn't let him go, not at this time. Slipping her hands around his thin waist, she lightly scolded behind him. ""Go to sleep, it's already late. You have your appointment in the morning.""",0.1778,0.0,0.0,0.0666999999999999,0.1333,0.0,0.0,0.0,0.0222,0.0444,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1111,0.0,0.0,0.0,0.0889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1555999999999999,"""Bertha my dear..."" Dominic didn't need to say more. She lifted the thick blankets to cover their bodies. Bertha hated the heat, but she couldn't let him go, not at this time. Slipping her hands around his thin waist, she lightly scolded behind him. ""Go to sleep, it's already late. You have your appointment in the morning.""",25,"""bertha my dear..."" dominic didn't need to say more. she lifted the thick blankets to cover their bodies. bertha hated the heat, but she couldn't let him go, not at this time. slipping her hands around his thin waist, she lightly scolded behind him. ""go to sleep, it's already late. you have your appointment in the morning.""",Love,12.5,0.7333333333333333,6.0,82.80157894736844,3.7330827067669183,-0.18750000000000003,0.578125
26,"Dominic chuckled underneath his breath, each huff more silent than the last. ""I'm soon to die... There's no need for appointments. They're all just after my money... Nothing else."" Bertha's hand tightened slightly. She could feel him rubbing her hand with soft yet smooth fingers. This young master had never lifted a finger to do hard work. It was a pity.",0.1042,0.0,0.1458,0.0207999999999999,0.0417,0.0,0.0,0.0207999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0832999999999999,0.0417,0.1875,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.1666999999999999,"Dominic chuckled underneath his breath, each huff more silent than the last. ""I'm soon to die... There's no need for appointments. They're all just after my money... Nothing else."" Bertha's hand tightened slightly. She could feel him rubbing her hand with soft yet smooth fingers. This young master had never lifted a finger to do hard work. It was a pity.",26,"dominic chuckled underneath his breath, each huff more silent than the last. ""i'm soon to die... there's no need for appointments. they're all just after my money... nothing else."" bertha's hand tightened slightly. she could feel him rubbing her hand with soft yet smooth fingers. this young master had never lifted a finger to do hard work. it was a pity.",Grief,11.0,0.8571428571428571,7.0,86.75792008196724,3.052602459016395,0.06018518518518518,0.3138888888888889
27,"""How are you sure I'm not after your money?"" He sighed.",0.069,0.0,0.0345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2758999999999999,0.0,0.0,0.0,0.0,0.1034,0.0,0.1378999999999999,0.0,0.0,0.0,0.1723999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2069,"""How are you sure I'm not after your money?"" He sighed.",27,"""how are you sure i'm not after your money?"" he sighed.",Curiosity,8.0,1.0,2.0,95.68818181818183,2.645454545454548,0.5,0.8888888888888888
28,"""Then you would have stopped giving me my drugs four years ago... Cough... You would have stopped taking care of me the night we were married."" He spoke, his deep voice soothing as midnight rain.",0.1555999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666999999999999,0.0,0.0,0.0,0.0,0.0,0.1778,0.2,0.0,0.1111,0.0,0.0222,0.0,0.0889,0.0,0.0,0.0444,0.0,0.0,0.0,0.0,0.0,0.0,0.1333,"""Then you would have stopped giving me my drugs four years ago... Cough... You would have stopped taking care of me the night we were married."" He spoke, his deep voice soothing as midnight rain.",28,"""then you would have stopped giving me my drugs four years ago... cough... you would have stopped taking care of me the night we were married."" he spoke, his deep voice soothing as midnight rain.",Love,21.0,0.8333333333333334,2.0,95.89047619047619,2.782857142857143,0.125,0.325
29,"""You—"" ""I don't have many days left, Bertha... I just want to die happy, in the arms of my wife, but... I don't want you to be too sad.""",0.14,0.0,0.1199999999999999,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.2,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0599999999999999,0.0,0.0,0.0,0.02,0.1799999999999999,"""You—"" ""I don't have many days left, Bertha... I just want to die happy, in the arms of my wife, but... I don't want you to be too sad.""",29,"""you—"" ""i don't have many days left, bertha... i just want to die happy, in the arms of my wife, but... i don't want you to be too sad.""",Grief,41.0,0.7317073170731707,1.0,103.67160919540231,1.2006896551724147,0.2,0.625
30,"""I'm not sad."" She snapped harshly, but her voice was little more than a whisper. ""You're still too ignorant. All your property is now in my name."" ""Yes... And the children after you."" ""They won't be yours."" ""I know...""",0.0263,0.0,0.0526,0.0,0.0,0.0,0.1053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526,0.0,0.1579,0.0,0.0,0.0,0.0788999999999999,0.2104999999999999,0.1315999999999999,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.1842,"""I'm not sad."" She snapped harshly, but her voice was little more than a whisper. ""You're still too ignorant. All your property is now in my name."" ""Yes... And the children after you."" ""They won't be yours."" ""I know...""",30,"""i'm not sad."" she snapped harshly, but her voice was little more than a whisper. ""you're still too ignorant. all your property is now in my name."" ""yes... and the children after you."" ""they won't be yours."" ""i know...""",Anger,8.714285714285714,0.7377049180327869,7.0,96.11442307692309,1.468076923076925,0.090625,0.675
